,subj_idx,stim,rt,response,group,arousal,valence
9239,100,1V0A,9.0255,1,group2,4,4
9240,100,1V0A,1.8279,1,group2,4,4
12769,100,1V1A,5.1594,0,group2,1,3
12770,100,1V1A,2.4215,0,group2,1,3
12771,100,1V1A,2.2561,0,group2,1,3
12772,100,1V1A,1.3576,0,group2,1,3
12773,100,1V1A,2.8087,0,group2,2,3
12774,100,1V1A,1.6762,0,group2,2,3
12775,100,1V1A,1.6123,0,group2,2,3
12776,100,1V1A,2.5108,0,group2,2,3
12777,100,1V1A,3.3925,0,group2,2,3
12778,100,1V1A,6.5994,0,group2,2,3
12779,100,1V1A,2.2894,0,group2,2,3
12780,100,1V1A,2.2261,0,group2,2,3
12781,100,1V1A,2.6384,0,group2,3,4
12782,100,1V1A,3.9936,1,group2,3,4
12783,100,1V1A,5.1277,1,group2,3,4
12784,100,1V1A,8.3432,0,group2,3,4
12785,100,1V1A,3.0793,0,group2,4,5
12786,100,1V1A,5.0953,0,group2,4,5
12787,100,1V1A,2.2876,1,group2,4,5
12788,100,1V1A,3.7146,1,group2,4,5
12789,100,1V1A,12.28398,1,group2,3,4
12790,100,1V1A,2.179,1,group2,3,4
12791,100,1V1A,12.28398,0,group2,3,4
12792,100,1V1A,2.8422,1,group2,3,4
12793,100,1V1A,4.674,0,group2,4,4
12794,100,1V1A,11.679,0,group2,4,4
12795,100,1V1A,2.8243,0,group2,4,4
12796,100,1V1A,2.5079,0,group2,4,4
16325,100,1Vne1A,3.4896,0,group2,1,3
16326,100,1Vne1A,2.6573,0,group2,1,3
16327,100,1Vne1A,3.2287,0,group2,1,3
16328,100,1Vne1A,4.1854,0,group2,1,3
16329,100,1Vne1A,3.363,0,group2,2,3
16330,100,1Vne1A,2.978,1,group2,2,3
16331,100,1Vne1A,1.6404,0,group2,2,3
16332,100,1Vne1A,6.408,1,group2,2,3
16333,100,1Vne1A,7.1342,1,group2,2,3
16334,100,1Vne1A,1.7127,0,group2,2,3
16335,100,1Vne1A,4.8599,0,group2,2,3
16336,100,1Vne1A,11.326,0,group2,2,3
16337,100,1Vne1A,2.7222,1,group2,3,4
16338,100,1Vne1A,3.5211,1,group2,3,4
16339,100,1Vne1A,3.4316,0,group2,3,4
16340,100,1Vne1A,2.2426,0,group2,3,4
16341,100,1Vne1A,5.7158,1,group2,4,5
16342,100,1Vne1A,5.36,1,group2,4,5
16343,100,1Vne1A,2.2804,0,group2,4,5
16344,100,1Vne1A,2.3902,0,group2,4,5
16345,100,1Vne1A,5.1151,0,group2,3,4
16346,100,1Vne1A,4.4914,0,group2,3,4
16347,100,1Vne1A,7.0898,0,group2,3,4
16348,100,1Vne1A,7.0255,0,group2,3,4
16349,100,1Vne1A,5.6729,1,group2,4,4
16350,100,1Vne1A,8.7751,1,group2,4,4
16351,100,1Vne1A,5.0879,1,group2,4,4
16352,100,1Vne1A,3.5409,1,group2,4,4
2129,102,0V0A,4.449,0,group4,4,1
2130,102,0V0A,3.0069,1,group4,4,1
2131,102,0V0A,5.129,0,group4,4,1
2132,102,0V0A,2.196,1,group4,4,1
2133,102,0V0A,4.9719,0,group4,5,3
2134,102,0V0A,2.23,1,group4,5,3
2135,102,0V0A,3.854,1,group4,5,3
2136,102,0V0A,1.841,1,group4,5,3
2137,102,0V0A,6.4969,1,group4,4,2
2138,102,0V0A,2.788,0,group4,4,2
2139,102,0V0A,4.4719,0,group4,4,2
2140,102,0V0A,2.8809,0,group4,4,2
2141,102,0V0A,2.081,1,group4,4,1
2142,102,0V0A,1.5639,0,group4,4,1
2143,102,0V0A,2.596,1,group4,4,1
2144,102,0V0A,8.062,0,group4,4,1
2145,102,0V0A,2.9049,0,group4,4,1
2146,102,0V0A,6.9549,1,group4,4,1
2147,102,0V0A,2.114,0,group4,4,1
2148,102,0V0A,8.19,1,group4,4,1
2149,102,0V0A,2.3229,1,group4,3,3
2150,102,0V0A,3.0899,0,group4,3,3
2151,102,0V0A,6.8159,1,group4,3,3
2152,102,0V0A,3.9809,1,group4,3,3
2153,102,0V0A,10.17093,1,group4,4,3
2154,102,0V0A,1.7049,1,group4,4,3
2155,102,0V0A,2.6799,1,group4,4,3
2156,102,0V0A,3.8659,0,group4,4,3
5685,102,0V1A,10.17093,1,group4,4,1
5686,102,0V1A,10.17093,0,group4,4,1
5687,102,0V1A,2.229,1,group4,4,1
5688,102,0V1A,2.4239,0,group4,4,1
5689,102,0V1A,10.17093,1,group4,5,3
5690,102,0V1A,4.523,0,group4,5,3
5691,102,0V1A,5.6639,0,group4,5,3
5692,102,0V1A,2.7469,0,group4,5,3
5693,102,0V1A,3.9879,1,group4,4,2
5694,102,0V1A,1.7219,1,group4,4,2
5695,102,0V1A,1.614,0,group4,4,2
5696,102,0V1A,1.52,0,group4,4,2
5697,102,0V1A,2.1619,0,group4,4,1
5698,102,0V1A,6.382,1,group4,4,1
5699,102,0V1A,1.564,0,group4,4,1
5700,102,0V1A,4.365,1,group4,4,1
5701,102,0V1A,2.1229,0,group4,4,1
5702,102,0V1A,1.972,0,group4,4,1
5703,102,0V1A,2.2559,1,group4,4,1
5704,102,0V1A,2.1559,1,group4,4,1
5705,102,0V1A,5.0969,0,group4,3,3
5706,102,0V1A,2.8049,1,group4,3,3
5707,102,0V1A,2.7039,0,group4,3,3
5708,102,0V1A,2.7719,1,group4,3,3
5709,102,0V1A,2.3069,1,group4,4,3
5710,102,0V1A,2.248,1,group4,4,3
5711,102,0V1A,2.9299,1,group4,4,3
5712,102,0V1A,4.23,1,group4,4,3
9241,102,1V0A,3.5979,1,group4,4,1
9242,102,1V0A,2.8419,0,group4,4,1
9243,102,1V0A,2.7189,1,group4,4,1
9244,102,1V0A,2.081,1,group4,4,1
9245,102,1V0A,7.582,0,group4,5,3
9246,102,1V0A,2.373,0,group4,5,3
9247,102,1V0A,6.7549,0,group4,5,3
9248,102,1V0A,2.507,0,group4,5,3
9249,102,1V0A,5.6399,0,group4,4,2
9250,102,1V0A,5.798,1,group4,4,2
9251,102,1V0A,1.894,1,group4,4,2
9252,102,1V0A,1.592,1,group4,4,2
9253,102,1V0A,9.365,0,group4,4,1
9254,102,1V0A,3.763,1,group4,4,1
9255,102,1V0A,2.441,1,group4,4,1
9256,102,1V0A,2.0559,0,group4,4,1
9257,102,1V0A,4.7219,0,group4,4,1
9258,102,1V0A,5.09,0,group4,4,1
9259,102,1V0A,2.4059,1,group4,4,1
9260,102,1V0A,2.972,0,group4,4,1
9261,102,1V0A,7.538,1,group4,3,3
9262,102,1V0A,3.5139,1,group4,3,3
9263,102,1V0A,2.2559,0,group4,3,3
9264,102,1V0A,1.8309,0,group4,3,3
9265,102,1V0A,2.141,0,group4,4,3
9266,102,1V0A,3.123,0,group4,4,3
9267,102,1V0A,1.492,0,group4,4,3
9268,102,1V0A,6.239,0,group4,4,3
12797,102,1V1A,4.065,0,group4,4,1
12798,102,1V1A,3.8099,1,group4,4,1
12799,102,1V1A,3.606,0,group4,4,1
12800,102,1V1A,2.03,1,group4,4,1
12801,102,1V1A,4.74,0,group4,5,3
12802,102,1V1A,3.207,0,group4,5,3
12803,102,1V1A,3.057,0,group4,5,3
12804,102,1V1A,1.9469,0,group4,5,3
12805,102,1V1A,2.863,1,group4,4,2
12806,102,1V1A,5.3389,0,group4,4,2
12807,102,1V1A,2.2219,1,group4,4,2
12808,102,1V1A,2.3479,0,group4,4,2
12809,102,1V1A,1.6229,0,group4,4,1
12810,102,1V1A,3.238,1,group4,4,1
12811,102,1V1A,2.99,0,group4,4,1
12812,102,1V1A,2.0889,0,group4,4,1
12813,102,1V1A,7.6299,1,group4,4,1
12814,102,1V1A,2.2639,0,group4,4,1
12815,102,1V1A,2.6959,0,group4,4,1
12816,102,1V1A,4.164,1,group4,4,1
12817,102,1V1A,6.224,0,group4,3,3
12818,102,1V1A,3.749,0,group4,3,3
12819,102,1V1A,2.607,0,group4,3,3
12820,102,1V1A,3.572,1,group4,3,3
12821,102,1V1A,1.9389,1,group4,4,3
12822,102,1V1A,7.2139,1,group4,4,3
12823,102,1V1A,2.9119,1,group4,4,3
12824,102,1V1A,2.2559,1,group4,4,3
16353,102,1Vne1A,10.17093,1,group4,4,1
16354,102,1Vne1A,5.115,0,group4,4,1
16355,102,1Vne1A,3.0359,0,group4,4,1
16356,102,1Vne1A,1.821,0,group4,4,1
16357,102,1Vne1A,3.5889,0,group4,5,3
16358,102,1Vne1A,2.065,0,group4,5,3
16359,102,1Vne1A,8.298,1,group4,5,3
16360,102,1Vne1A,4.4059,0,group4,5,3
16361,102,1Vne1A,3.907,0,group4,4,2
16362,102,1Vne1A,2.5579,1,group4,4,2
16363,102,1Vne1A,2.045,0,group4,4,2
16364,102,1Vne1A,2.704,1,group4,4,2
16365,102,1Vne1A,4.956,0,group4,4,1
16366,102,1Vne1A,6.0219,1,group4,4,1
16367,102,1Vne1A,3.989,0,group4,4,1
16368,102,1Vne1A,2.506,0,group4,4,1
16369,102,1Vne1A,4.373,0,group4,4,1
16370,102,1Vne1A,3.608,1,group4,4,1
16371,102,1Vne1A,4.855,0,group4,4,1
16372,102,1Vne1A,3.2479,1,group4,4,1
16373,102,1Vne1A,4.9149,0,group4,3,3
16374,102,1Vne1A,2.739,1,group4,3,3
16375,102,1Vne1A,2.139,0,group4,3,3
16376,102,1Vne1A,6.7889,0,group4,3,3
16377,102,1Vne1A,1.699,0,group4,4,3
16378,102,1Vne1A,2.84,0,group4,4,3
16379,102,1Vne1A,1.715,0,group4,4,3
16380,102,1Vne1A,1.2719,0,group4,4,3
2157,103,0V0A,2.701,0,group1,3,3
2158,103,0V0A,2.147,1,group1,3,3
2159,103,0V0A,1.999,1,group1,3,3
2160,103,0V0A,2.0639,0,group1,3,3
2161,103,0V0A,2.546,1,group1,3,3
2162,103,0V0A,16.00501,0,group1,3,3
2163,103,0V0A,8.1839,1,group1,3,3
2164,103,0V0A,3.749,0,group1,3,3
2165,103,0V0A,2.783,0,group1,3,3
2166,103,0V0A,1.666,0,group1,3,3
2167,103,0V0A,2.8159,0,group1,3,3
2168,103,0V0A,5.1669,0,group1,3,3
2169,103,0V0A,4.015,0,group1,3,3
2170,103,0V0A,16.00501,0,group1,3,3
2171,103,0V0A,1.411,0,group1,3,3
2172,103,0V0A,1.001,0,group1,3,3
2173,103,0V0A,2.215,1,group1,3,3
2174,103,0V0A,3.7669,1,group1,3,3
2175,103,0V0A,2.583,0,group1,3,3
2176,103,0V0A,1.6099,1,group1,3,3
2177,103,0V0A,16.00501,1,group1,3,3
2178,103,0V0A,0.3629,0,group1,3,3
2179,103,0V0A,1.547,1,group1,3,3
2180,103,0V0A,0.565,1,group1,3,3
2181,103,0V0A,0.882,1,group1,3,3
2182,103,0V0A,0.832,1,group1,3,3
2183,103,0V0A,0.6329,1,group1,3,3
2184,103,0V0A,0.2669,0,group1,3,3
5713,103,0V1A,4.75,1,group1,3,3
5714,103,0V1A,5.2649,1,group1,3,3
5715,103,0V1A,3.3149,1,group1,3,3
5716,103,0V1A,5.365,1,group1,3,3
5717,103,0V1A,1.8479,0,group1,3,3
5718,103,0V1A,5.982,1,group1,3,3
5719,103,0V1A,4.4659,1,group1,3,3
5720,103,0V1A,1.749,0,group1,3,3
5721,103,0V1A,1.166,1,group1,3,3
5722,103,0V1A,4.0489,1,group1,3,3
5723,103,0V1A,3.3849,0,group1,3,3
5724,103,0V1A,16.00501,0,group1,3,3
5725,103,0V1A,7.1159,0,group1,3,3
5726,103,0V1A,1.0829,0,group1,3,3
5727,103,0V1A,1.5329,0,group1,3,3
5728,103,0V1A,16.00501,0,group1,3,3
5729,103,0V1A,16.00501,1,group1,3,3
5730,103,0V1A,2.349,0,group1,3,3
5731,103,0V1A,3.1019,1,group1,3,3
5732,103,0V1A,1.449,1,group1,3,3
5733,103,0V1A,1.5819,0,group1,3,3
5734,103,0V1A,0.583,0,group1,3,3
5735,103,0V1A,0.25,0,group1,3,3
5736,103,0V1A,0.251,1,group1,3,3
5737,103,0V1A,0.266,0,group1,3,3
5738,103,0V1A,0.784,1,group1,3,3
5739,103,0V1A,0.25,0,group1,3,3
5740,103,0V1A,0.3989,1,group1,3,3
9269,103,1V0A,8.7709,0,group1,3,3
9270,103,1V0A,3.5969,1,group1,3,3
9271,103,1V0A,1.9149,1,group1,3,3
9272,103,1V0A,1.533,1,group1,3,3
9273,103,1V0A,1.467,0,group1,3,3
9274,103,1V0A,2.1,1,group1,3,3
9275,103,1V0A,2.75,1,group1,3,3
9276,103,1V0A,2.267,1,group1,3,3
9277,103,1V0A,2.4829,0,group1,3,3
9278,103,1V0A,2.0329,1,group1,3,3
9279,103,1V0A,1.7659,1,group1,3,3
9280,103,1V0A,1.5489,1,group1,3,3
9281,103,1V0A,16.00501,1,group1,3,3
9282,103,1V0A,16.00501,1,group1,3,3
9283,103,1V0A,1.5659,0,group1,3,3
9284,103,1V0A,1.015,1,group1,3,3
9285,103,1V0A,4.6149,1,group1,3,3
9286,103,1V0A,1.415,0,group1,3,3
9287,103,1V0A,4.534,1,group1,3,3
9288,103,1V0A,1.5399,1,group1,3,3
9289,103,1V0A,1.015,0,group1,3,3
9290,103,1V0A,1.5489,0,group1,3,3
9291,103,1V0A,0.6829,1,group1,3,3
9292,103,1V0A,0.798,1,group1,3,3
9293,103,1V0A,1.067,1,group1,3,3
9294,103,1V0A,1.066,1,group1,3,3
9295,103,1V0A,0.6649,1,group1,3,3
9296,103,1V0A,11.966,0,group1,3,3
12825,103,1V1A,10.847,1,group1,3,3
12826,103,1V1A,3.261,1,group1,3,3
12827,103,1V1A,1.2999,1,group1,3,3
12828,103,1V1A,1.5639,1,group1,3,3
12829,103,1V1A,2.416,0,group1,3,3
12830,103,1V1A,9.5149,1,group1,3,3
12831,103,1V1A,9.3009,1,group1,3,3
12832,103,1V1A,1.0779,0,group1,3,3
12833,103,1V1A,3.767,1,group1,3,3
12834,103,1V1A,2.432,1,group1,3,3
12835,103,1V1A,1.268,1,group1,3,3
12836,103,1V1A,2.5319,1,group1,3,3
12837,103,1V1A,2.748,0,group1,3,3
12838,103,1V1A,1.4329,0,group1,3,3
12839,103,1V1A,1.062,0,group1,3,3
12840,103,1V1A,0.867,0,group1,3,3
12841,103,1V1A,1.8159,0,group1,3,3
12842,103,1V1A,2.5329,1,group1,3,3
12843,103,1V1A,1.9149,1,group1,3,3
12844,103,1V1A,1.248,1,group1,3,3
12845,103,1V1A,1.532,1,group1,3,3
12846,103,1V1A,0.332,0,group1,3,3
12847,103,1V1A,1.3329,0,group1,3,3
12848,103,1V1A,0.9159,1,group1,3,3
12849,103,1V1A,0.999,1,group1,3,3
12850,103,1V1A,1.065,0,group1,3,3
12851,103,1V1A,0.3689,1,group1,3,3
12852,103,1V1A,0.284,1,group1,3,3
16381,103,1Vne1A,5.6009,1,group1,3,3
16382,103,1Vne1A,1.684,0,group1,3,3
16383,103,1Vne1A,2.4629,1,group1,3,3
16384,103,1Vne1A,1.0789,0,group1,3,3
16385,103,1Vne1A,6.614,1,group1,3,3
16386,103,1Vne1A,7.1169,1,group1,3,3
16387,103,1Vne1A,2.5339,1,group1,3,3
16388,103,1Vne1A,1.0819,1,group1,3,3
16389,103,1Vne1A,1.765,0,group1,3,3
16390,103,1Vne1A,2.401,1,group1,3,3
16391,103,1Vne1A,1.679,0,group1,3,3
16392,103,1Vne1A,1.4159,1,group1,3,3
16393,103,1Vne1A,1.5979,1,group1,3,3
16394,103,1Vne1A,7.5139,1,group1,3,3
16395,103,1Vne1A,15.848,1,group1,3,3
16396,103,1Vne1A,1.7139,1,group1,3,3
16397,103,1Vne1A,11.981,1,group1,3,3
16398,103,1Vne1A,1.316,1,group1,3,3
16399,103,1Vne1A,1.2509,1,group1,3,3
16400,103,1Vne1A,1.5839,1,group1,3,3
16401,103,1Vne1A,16.00501,0,group1,3,3
16402,103,1Vne1A,0.2769,0,group1,3,3
16403,103,1Vne1A,0.9979,1,group1,3,3
16404,103,1Vne1A,0.9979,1,group1,3,3
16405,103,1Vne1A,3.2319,1,group1,3,3
16406,103,1Vne1A,1.183,0,group1,3,3
16407,103,1Vne1A,0.3499,0,group1,3,3
16408,103,1Vne1A,0.8659,1,group1,3,3
2185,104,0V0A,4.7304,1,group4,3,3
2186,104,0V0A,3.2187,0,group4,3,3
2187,104,0V0A,3.0516,0,group4,3,3
2188,104,0V0A,7.906202,0,group4,3,3
2189,104,0V0A,5.7116,1,group4,4,3
2190,104,0V0A,4.0677,0,group4,4,3
2191,104,0V0A,1.8179,1,group4,4,3
2192,104,0V0A,3.8595,1,group4,4,3
2193,104,0V0A,5.0722,0,group4,3,3
2194,104,0V0A,6.4265,1,group4,3,3
2195,104,0V0A,1.6632,0,group4,3,3
2196,104,0V0A,3.5542,1,group4,3,3
2197,104,0V0A,2.2069,0,group4,4,3
2198,104,0V0A,4.6926,1,group4,4,3
2199,104,0V0A,1.1114,1,group4,4,3
2200,104,0V0A,5.136,0,group4,4,3
2201,104,0V0A,5.6722,0,group4,3,3
2202,104,0V0A,1.8061,1,group4,3,3
2203,104,0V0A,1.5563,0,group4,3,3
2204,104,0V0A,2.3957,1,group4,3,3
2205,104,0V0A,4.3287,1,group4,4,4
2206,104,0V0A,6.696,0,group4,4,4
2207,104,0V0A,3.0797,1,group4,4,4
2208,104,0V0A,3.4167,0,group4,4,4
2209,104,0V0A,2.7866,1,group4,4,4
2210,104,0V0A,3.942,1,group4,4,4
2211,104,0V0A,3.3875,0,group4,4,4
2212,104,0V0A,1.7069,1,group4,4,4
5741,104,0V1A,5.1905,1,group4,3,3
5742,104,0V1A,6.0395,0,group4,3,3
5743,104,0V1A,7.906202,0,group4,3,3
5744,104,0V1A,4.5213,0,group4,3,3
5745,104,0V1A,3.7036,0,group4,4,3
5746,104,0V1A,3.0907,1,group4,4,3
5747,104,0V1A,1.859,1,group4,4,3
5748,104,0V1A,5.1445,1,group4,4,3
5749,104,0V1A,4.4547,0,group4,3,3
5750,104,0V1A,5.6603,1,group4,3,3
5751,104,0V1A,3.67,0,group4,3,3
5752,104,0V1A,3.3819,1,group4,3,3
5753,104,0V1A,1.6256,0,group4,4,3
5754,104,0V1A,2.2059,0,group4,4,3
5755,104,0V1A,1.7955,1,group4,4,3
5756,104,0V1A,1.826,1,group4,4,3
5757,104,0V1A,1.8769,1,group4,3,3
5758,104,0V1A,2.73,1,group4,3,3
5759,104,0V1A,2.5837,1,group4,3,3
5760,104,0V1A,5.1953,1,group4,3,3
5761,104,0V1A,4.2905,1,group4,4,4
5762,104,0V1A,3.1362,0,group4,4,4
5763,104,0V1A,1.2274,0,group4,4,4
5764,104,0V1A,2.7287,0,group4,4,4
5765,104,0V1A,2.3795,1,group4,4,4
5766,104,0V1A,4.4087,1,group4,4,4
5767,104,0V1A,1.9297,1,group4,4,4
5768,104,0V1A,1.1658,1,group4,4,4
9297,104,1V0A,3.9542,0,group4,3,3
9298,104,1V0A,3.2313,0,group4,3,3
9299,104,1V0A,3.8378,0,group4,3,3
9300,104,1V0A,2.4367,0,group4,3,3
9301,104,1V0A,2.0821,0,group4,4,3
9302,104,1V0A,2.9536,0,group4,4,3
9303,104,1V0A,1.9635,0,group4,4,3
9304,104,1V0A,1.5657,0,group4,4,3
9305,104,1V0A,2.0165,0,group4,3,3
9306,104,1V0A,2.0074,0,group4,3,3
9307,104,1V0A,1.7702,0,group4,3,3
9308,104,1V0A,1.8023,0,group4,3,3
9309,104,1V0A,2.6992,0,group4,4,3
9310,104,1V0A,1.9005,0,group4,4,3
9311,104,1V0A,1.2147,0,group4,4,3
9312,104,1V0A,1.7666,0,group4,4,3
9313,104,1V0A,5.7469,0,group4,3,3
9314,104,1V0A,5.02,0,group4,3,3
9315,104,1V0A,3.0703,0,group4,3,3
9316,104,1V0A,1.5258,0,group4,3,3
9317,104,1V0A,7.7194,0,group4,4,4
9318,104,1V0A,5.2218,0,group4,4,4
9319,104,1V0A,6.6786,1,group4,4,4
9320,104,1V0A,1.6966,0,group4,4,4
9321,104,1V0A,2.6683,1,group4,4,4
9322,104,1V0A,2.6176,0,group4,4,4
9323,104,1V0A,2.6855,1,group4,4,4
9324,104,1V0A,1.113,0,group4,4,4
12853,104,1V1A,3.6051,0,group4,3,3
12854,104,1V1A,2.7566,0,group4,3,3
12855,104,1V1A,1.9162,0,group4,3,3
12856,104,1V1A,1.75,0,group4,3,3
12857,104,1V1A,3.4806,0,group4,4,3
12858,104,1V1A,2.4987,0,group4,4,3
12859,104,1V1A,3.1293,0,group4,4,3
12860,104,1V1A,2.344,0,group4,4,3
12861,104,1V1A,2.5402,0,group4,3,3
12862,104,1V1A,2.7334,0,group4,3,3
12863,104,1V1A,2.0507,0,group4,3,3
12864,104,1V1A,2.7849,0,group4,3,3
12865,104,1V1A,1.7634,0,group4,4,3
12866,104,1V1A,4.9081,0,group4,4,3
12867,104,1V1A,2.3014,0,group4,4,3
12868,104,1V1A,2.0469,0,group4,4,3
12869,104,1V1A,5.7141,1,group4,3,3
12870,104,1V1A,3.023,0,group4,3,3
12871,104,1V1A,1.7478,0,group4,3,3
12872,104,1V1A,2.2675,1,group4,3,3
12873,104,1V1A,2.5331,0,group4,4,4
12874,104,1V1A,6.5297,0,group4,4,4
12875,104,1V1A,2.852,0,group4,4,4
12876,104,1V1A,2.0502,0,group4,4,4
12877,104,1V1A,4.1013,1,group4,4,4
12878,104,1V1A,2.1121,1,group4,4,4
12879,104,1V1A,1.9342,1,group4,4,4
12880,104,1V1A,3.0033,1,group4,4,4
16409,104,1Vne1A,5.7865,0,group4,3,3
16410,104,1Vne1A,7.1417,0,group4,3,3
16411,104,1Vne1A,2.9462,0,group4,3,3
16412,104,1Vne1A,3.2249,0,group4,3,3
16413,104,1Vne1A,3.8837,0,group4,4,3
16414,104,1Vne1A,2.9519,0,group4,4,3
16415,104,1Vne1A,2.5962,0,group4,4,3
16416,104,1Vne1A,3.1021,0,group4,4,3
16417,104,1Vne1A,2.0463,0,group4,3,3
16418,104,1Vne1A,2.8551,0,group4,3,3
16419,104,1Vne1A,1.7785,0,group4,3,3
16420,104,1Vne1A,2.8654,0,group4,3,3
16421,104,1Vne1A,2.1286,0,group4,4,3
16422,104,1Vne1A,1.8504,0,group4,4,3
16423,104,1Vne1A,1.8178,0,group4,4,3
16424,104,1Vne1A,2.7822,0,group4,4,3
16425,104,1Vne1A,2.288,0,group4,3,3
16426,104,1Vne1A,1.7456,0,group4,3,3
16427,104,1Vne1A,1.2508,0,group4,3,3
16428,104,1Vne1A,1.8593,0,group4,3,3
16429,104,1Vne1A,6.1627,1,group4,4,4
16430,104,1Vne1A,3.1756,1,group4,4,4
16431,104,1Vne1A,4.4426,0,group4,4,4
16432,104,1Vne1A,3.0877,1,group4,4,4
16433,104,1Vne1A,2.4128,0,group4,4,4
16434,104,1Vne1A,4.6056,0,group4,4,4
16435,104,1Vne1A,1.938,0,group4,4,4
16436,104,1Vne1A,2.7451,0,group4,4,4
2213,105,0V0A,3.7705,1,group3,5,4
2214,105,0V0A,5.75702,1,group3,5,4
2215,105,0V0A,4.0539,0,group3,5,4
2216,105,0V0A,2.2522,0,group3,5,4
2217,105,0V0A,2.3523,0,group3,4,1
2218,105,0V0A,5.75702,0,group3,4,1
2219,105,0V0A,3.6702,0,group3,4,1
2220,105,0V0A,1.7015,0,group3,4,1
2221,105,0V0A,1.0675,1,group3,4,1
2222,105,0V0A,1.0998,1,group3,4,1
2223,105,0V0A,1.8185,0,group3,4,1
2224,105,0V0A,1.785,1,group3,4,1
2225,105,0V0A,2.2688,1,group3,3,3
2226,105,0V0A,0.834,0,group3,3,3
2227,105,0V0A,2.2189,0,group3,3,3
2228,105,0V0A,2.2837,1,group3,3,3
2229,105,0V0A,2.2356,0,group3,4,2
2230,105,0V0A,1.6684,1,group3,4,2
2231,105,0V0A,1.3012,1,group3,4,2
2232,105,0V0A,1.3848,1,group3,4,2
2233,105,0V0A,1.8851,1,group3,4,1
2234,105,0V0A,1.785,0,group3,4,1
2235,105,0V0A,1.3011,0,group3,4,1
2236,105,0V0A,1.1676,0,group3,4,1
2237,105,0V0A,3.2867,0,group3,3,2
2238,105,0V0A,1.368,1,group3,3,2
2239,105,0V0A,1.5349,1,group3,3,2
2240,105,0V0A,1.9184,0,group3,3,2
5769,105,0V1A,2.4357,1,group3,5,4
5770,105,0V1A,4.521,1,group3,5,4
5771,105,0V1A,3.8371,1,group3,5,4
5772,105,0V1A,3.5701,0,group3,5,4
5773,105,0V1A,2.319,0,group3,4,1
5774,105,0V1A,4.0708,1,group3,4,1
5775,105,0V1A,2.8194,1,group3,4,1
5776,105,0V1A,2.7361,0,group3,4,1
5777,105,0V1A,2.1021,1,group3,4,1
5778,105,0V1A,2.4356,0,group3,4,1
5779,105,0V1A,1.3678,0,group3,4,1
5780,105,0V1A,1.8351,0,group3,4,1
5781,105,0V1A,4.6545,1,group3,3,3
5782,105,0V1A,3.153,0,group3,3,3
5783,105,0V1A,1.6181,1,group3,3,3
5784,105,0V1A,1.2845,0,group3,3,3
5785,105,0V1A,3.5703,0,group3,4,2
5786,105,0V1A,1.5681,1,group3,4,2
5787,105,0V1A,1.5181,1,group3,4,2
5788,105,0V1A,2.8193,0,group3,4,2
5789,105,0V1A,1.3011,1,group3,4,1
5790,105,0V1A,1.2011,0,group3,4,1
5791,105,0V1A,1.2344,1,group3,4,1
5792,105,0V1A,0.9176,0,group3,4,1
5793,105,0V1A,2.4356,1,group3,3,2
5794,105,0V1A,4.4882,0,group3,3,2
5795,105,0V1A,2.7525,1,group3,3,2
5796,105,0V1A,5.75702,1,group3,3,2
9325,105,1V0A,5.75702,0,group3,5,4
9326,105,1V0A,2.9195,0,group3,5,4
9327,105,1V0A,5.1719,0,group3,5,4
9328,105,1V0A,1.518,0,group3,5,4
9329,105,1V0A,1.7017,1,group3,4,1
9330,105,1V0A,3.9038,1,group3,4,1
9331,105,1V0A,1.952,1,group3,4,1
9332,105,1V0A,3.0865,0,group3,4,1
9333,105,1V0A,3.9873,1,group3,4,1
9334,105,1V0A,1.3011,0,group3,4,1
9335,105,1V0A,1.3346,0,group3,4,1
9336,105,1V0A,1.0342,0,group3,4,1
9337,105,1V0A,1.3012,0,group3,3,3
9338,105,1V0A,2.2855,1,group3,3,3
9339,105,1V0A,2.7027,1,group3,3,3
9340,105,1V0A,2.2021,1,group3,3,3
9341,105,1V0A,1.9855,1,group3,4,2
9342,105,1V0A,2.8364,0,group3,4,2
9343,105,1V0A,1.9351,1,group3,4,2
9344,105,1V0A,1.3654,0,group3,4,2
9345,105,1V0A,1.6515,1,group3,4,1
9346,105,1V0A,1.2845,1,group3,4,1
9347,105,1V0A,0.6824,0,group3,4,1
9348,105,1V0A,0.9008,1,group3,4,1
9349,105,1V0A,5.75702,0,group3,3,2
9350,105,1V0A,2.4189,0,group3,3,2
9351,105,1V0A,1.952,0,group3,3,2
9352,105,1V0A,1.1677,0,group3,3,2
12881,105,1V1A,4.1041,0,group3,5,4
12882,105,1V1A,2.2188,1,group3,5,4
12883,105,1V1A,3.8704,0,group3,5,4
12884,105,1V1A,2.1854,0,group3,5,4
12885,105,1V1A,2.8529,0,group3,4,1
12886,105,1V1A,3.1533,0,group3,4,1
12887,105,1V1A,3.1531,0,group3,4,1
12888,105,1V1A,2.4359,0,group3,4,1
12889,105,1V1A,1.7349,0,group3,4,1
12890,105,1V1A,0.851,0,group3,4,1
12891,105,1V1A,1.2011,0,group3,4,1
12892,105,1V1A,0.984,0,group3,4,1
12893,105,1V1A,1.7017,0,group3,3,3
12894,105,1V1A,1.785,0,group3,3,3
12895,105,1V1A,3.9366,0,group3,3,3
12896,105,1V1A,2.3688,0,group3,3,3
12897,105,1V1A,1.8852,0,group3,4,2
12898,105,1V1A,1.1509,1,group3,4,2
